metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,487.3 Tx/sec,sum of all clients
AVG_LATENCY,5.949 ms,across all batches all clients
P50_LATENCY,5.9 ms,
P95_LATENCY,7.9 ms,
P99_LATENCY,9.9 ms,
TOTAL_SLOW_COMMITS,14505,90.0%
TOTAL_CONFLICT_COMMITS,1608,
