elapsed_ms,tps,lat_avg_ms,event
500,3520.000,2.108,
1000,3760.000,1.957,
1500,3246.493,2.414,
2000,3080.000,2.636,
2500,3226.453,2.478,
3000,3040.000,2.645,
3500,2384.770,3.513,
4000,2720.000,3.066,
4500,1823.647,4.824,
5000,2100.000,4.076,
5500,1863.727,4.731,
6000,2080.000,4.135,
6500,1920.000,4.531,
7000,1963.928,4.408,
7500,2264.529,3.761,
8000,2320.000,3.655,
8500,2320.000,3.552,
9000,2144.289,4.019,
9500,2160.000,3.917,
10000,2284.569,3.667,
10500,2820.000,2.929,
11000,2420.000,3.405,
11500,2020.000,4.337,
12000,2324.649,3.629,
12500,2160.000,3.981,
13000,2585.170,3.202,
13500,2304.609,3.687,
14000,2200.000,3.864,
14500,1940.000,4.495,
15000,2244.489,3.804,
15500,2204.409,3.891,
16000,1020.000,9.078,
16500,300.601,31.200,
17000,320.641,31.438,
17500,300.601,32.267,
18000,320.000,31.312,
18500,300.601,31.867,
19000,300.000,32.000,
19500,300.601,31.800,
20000,320.000,31.938,
20500,300.000,32.067,
21000,320.641,31.188,
21500,140.000,65.714,
22000,180.361,57.222,
22500,160.000,57.750,
23000,180.000,57.222,
23500,160.000,57.625,
24000,180.361,58.111,
24500,160.321,57.125,
25000,180.000,58.556,
25500,160.000,58.125,
26000,180.361,57.889,
26500,180.361,57.556,
27000,160.000,57.375,
27500,180.361,56.222,
28000,160.000,57.000,
28500,180.000,58.000,
29000,280.561,36.571,
29500,380.762,25.632,
30000,1783.567,4.854,
30500,1520.000,5.908,
31000,1883.768,4.628,
31500,2044.088,4.245,
32000,2440.000,3.451,
32500,2084.168,4.135,
33000,2160.000,3.981,
33500,2180.000,3.862,
34000,1920.000,4.521,
34500,2284.569,3.728,
35000,1803.607,4.800,
35500,1683.367,5.262,
36000,1983.968,4.354,
36500,1943.888,4.454,
37000,1880.000,4.660,
37500,1940.000,4.546,
38000,2024.048,4.317,
38500,2420.000,3.496,
39000,2044.088,4.147,
39500,2244.489,3.857,
40000,2380.000,3.504,
40500,2300.000,3.696,
41000,2344.689,3.521,
41500,1743.487,5.092,
42000,1900.000,4.579,
42500,1743.487,5.057,
43000,2120.000,4.038,
43500,940.000,9.447,
44000,320.641,31.562,
44500,300.000,31.933,
45000,300.000,32.267,
45500,300.000,32.333,
46000,300.601,32.867,
46500,300.000,32.000,
47000,300.000,32.267,
47500,220.441,45.727,
48000,160.000,58.250,
48500,180.000,57.222,
49000,160.321,56.875,
49500,180.000,57.778,
50000,180.361,57.778,
50500,160.000,57.250,
51000,180.361,58.222,
51500,160.000,58.625,
52000,180.361,57.667,
52500,160.000,58.375,
53000,180.361,57.222,
53500,160.000,58.375,
54000,180.000,55.444,
54500,180.361,56.444,
55000,280.000,33.857,
55500,921.844,10.630,
56000,1523.046,5.934,
56500,1523.046,5.895,
57000,1820.000,4.747,
57500,1820.000,4.747,
58000,1743.487,5.207,
58500,2084.168,4.154,
59000,2020.000,4.228,
59500,1983.968,4.343,
60000,1880.000,4.713,
60500,2120.000,4.028,
61000,1823.647,4.725,
61500,1980.000,4.323,
62000,2100.000,4.124,
62500,2044.088,4.225,
63000,1923.848,4.500,
63500,2180.000,3.927,
64000,2224.449,3.829,
64500,2184.369,3.890,
65000,2220.000,3.865,
65500,2404.810,3.475,
66000,2300.000,3.617,
66500,2020.000,4.178,
67000,2484.970,3.411,
67500,2264.529,3.788,
68000,1840.000,4.620,
68500,2004.008,4.320,
69000,960.000,9.542,
69500,300.000,31.133,
70000,320.641,31.125,
70500,300.601,31.933,
71000,300.000,32.667,
71500,320.641,31.750,
72000,300.000,31.733,
72500,300.601,32.133,
73000,180.361,55.111,
73500,180.000,57.889,
74000,160.000,57.625,
74500,180.361,57.667,
75000,160.000,57.625,
75500,180.361,57.667,
76000,160.000,57.375,
76500,180.361,57.333,
