metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,150954.6 Tx/sec,sum of all servers
AVG_LATENCY,6.315 ms,across all batches all servers
P50_LATENCY,6.0 ms,
P95_LATENCY,9.0 ms,
P99_LATENCY,10.4 ms,
TOTAL_SLOW_COMMITS,4665000,89.8%
TOTAL_CONFLICT_COMMITS,528000,
