metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,156902.9 Tx/sec,sum of all clients
AVG_LATENCY,14.744 ms,across all batches all clients
P50_LATENCY,14.5 ms,
P95_LATENCY,19.4 ms,
P99_LATENCY,22.1 ms,
TOTAL_SLOW_COMMITS,4665000,89.8%
TOTAL_CONFLICT_COMMITS,528000,
