metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,347.3 Tx/sec,sum of all clients
AVG_LATENCY,8.405 ms,across all batches all clients
P50_LATENCY,8.2 ms,
P95_LATENCY,12.2 ms,
P99_LATENCY,13.7 ms,
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,11517,
