metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,29747.5 Tx/sec,sum of all servers
AVG_LATENCY,1.489 ms,across all batches all servers
P50_LATENCY,1.5 ms,
P95_LATENCY,2.0 ms,
P99_LATENCY,2.2 ms,
TOTAL_SLOW_COMMITS,917100,89.7%
TOTAL_CONFLICT_COMMITS,105600,
