metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,31148.4 Tx/sec,sum of all clients
AVG_LATENCY,4.454 ms,across all batches all clients
P50_LATENCY,4.4 ms,
P95_LATENCY,5.6 ms,
P99_LATENCY,6.7 ms,
TOTAL_SLOW_COMMITS,917100,89.7%
TOTAL_CONFLICT_COMMITS,105600,
