metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,22581.8 Tx/sec,sum of all servers
AVG_LATENCY,2.079 ms,across all batches all servers
P50_LATENCY,2.0 ms,
P95_LATENCY,3.0 ms,
P99_LATENCY,3.7 ms,
TOTAL_SLOW_COMMITS,704200,89.9%
TOTAL_CONFLICT_COMMITS,78900,
