metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,23591.6 Tx/sec,sum of all clients
AVG_LATENCY,5.904 ms,across all batches all clients
P50_LATENCY,5.8 ms,
P95_LATENCY,8.1 ms,
P99_LATENCY,9.5 ms,
TOTAL_SLOW_COMMITS,704200,89.9%
TOTAL_CONFLICT_COMMITS,78900,
