metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,841.8 Tx/sec,sum of all clients
AVG_LATENCY,17.671 ms,across all batches all clients
P50_LATENCY,18.2 ms,
P95_LATENCY,22.3 ms,
P99_LATENCY,23.9 ms,
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,53079,
