metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,588.7 Tx/sec,sum of all servers
AVG_LATENCY,1.600 ms,across all batches all servers
P50_LATENCY,1.6 ms,
P95_LATENCY,2.2 ms,
P99_LATENCY,2.5 ms,
TOTAL_SLOW_COMMITS,12096,59.7%
TOTAL_CONFLICT_COMMITS,8168,
