metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,26284.0 Tx/sec,sum of all servers
AVG_LATENCY,1.758 ms,across all batches all servers
P50_LATENCY,1.8 ms,
P95_LATENCY,2.3 ms,
P99_LATENCY,2.6 ms,
TOTAL_SLOW_COMMITS,819200,90.0%
TOTAL_CONFLICT_COMMITS,90750,
