system,size,experiment,filename,throughput,avg_latency,p50,p95,p99,conflict
raft,3,ratio_0,merged_cabinet_servers_20260806_191637.csv,573.6,1.617,1.6,2.2,2.5,19820.0
raft,3,ratio_10,merged_cabinet_servers_20260806_191531.csv,583.6,1.591,1.6,2.2,2.5,18145.0
raft,3,ratio_100,merged_cabinet_servers_20260806_190858.csv,591.7,1.581,1.6,2.1,2.5,0.0
raft,3,ratio_20,merged_cabinet_servers_20260806_191426.csv,576.1,1.606,1.6,2.1,2.4,15779.0
raft,3,ratio_40,merged_cabinet_servers_20260806_191320.csv,577.0,1.635,1.6,2.2,2.6,11888.0
raft,3,ratio_60,merged_cabinet_servers_20260806_191215.csv,588.7,1.6,1.6,2.2,2.5,8168.0
raft,3,ratio_80,merged_cabinet_servers_20260806_191109.csv,576.2,1.634,1.6,2.2,2.5,3940.0
raft,3,ratio_90,merged_cabinet_servers_20260806_191004.csv,567.8,1.658,1.6,2.1,2.4,1897.0
raft,5,ratio_0,merged_cabinet_servers_20260806_192536.csv,418.7,2.292,2.2,3.1,4.0,14418.0
raft,5,ratio_10,merged_cabinet_servers_20260806_192429.csv,433.1,2.217,2.2,3.0,3.8,13426.0
raft,5,ratio_100,merged_cabinet_servers_20260806_191745.csv,460.7,2.089,2.0,2.9,3.9,0.0
raft,5,ratio_20,merged_cabinet_servers_20260806_192322.csv,453.4,2.114,2.0,3.0,3.8,12498.0
raft,5,ratio_40,merged_cabinet_servers_20260806_192214.csv,427.1,2.241,2.2,3.1,3.9,8898.0
raft,5,ratio_60,merged_cabinet_servers_20260806_192107.csv,457.1,2.096,2.0,2.9,3.8,6223.0
raft,5,ratio_80,merged_cabinet_servers_20260806_192000.csv,413.0,2.334,2.2,3.1,4.2,2857.0
raft,5,ratio_90,merged_cabinet_servers_20260806_191853.csv,454.4,2.122,2.1,2.9,3.7,1553.0
raft,7,ratio_0,merged_cabinet_servers_20260806_193452.csv,418.9,2.305,2.2,3.2,4.9,14516.0
raft,7,ratio_10,merged_cabinet_servers_20260806_193343.csv,363.6,2.665,2.6,3.5,5.5,11309.0
raft,7,ratio_100,merged_cabinet_servers_20260806_192646.csv,417.6,2.303,2.2,3.1,4.9,0.0
raft,7,ratio_20,merged_cabinet_servers_20260806_193233.csv,375.6,2.572,2.5,3.4,5.5,10310.0
raft,7,ratio_40,merged_cabinet_servers_20260806_193124.csv,384.9,2.506,2.4,3.4,5.4,7851.0
raft,7,ratio_60,merged_cabinet_servers_20260806_193014.csv,375.5,2.582,2.5,3.4,5.4,5209.0
raft,7,ratio_80,merged_cabinet_servers_20260806_192905.csv,366.8,2.625,2.6,3.4,5.5,2508.0
raft,7,ratio_90,merged_cabinet_servers_20260806_192756.csv,384.2,2.516,2.4,3.4,5.5,1328.0
raft,11,ratio_0,merged_cabinet_servers_20260806_194442.csv,339.0,2.829,2.7,4.4,6.3,11823.0
raft,11,ratio_10,merged_cabinet_servers_20260806_194329.csv,323.9,2.968,2.7,4.7,6.2,10102.0
raft,11,ratio_100,merged_cabinet_servers_20260806_193609.csv,323.6,2.982,2.8,4.9,6.5,0.0
raft,11,ratio_20,merged_cabinet_servers_20260806_194216.csv,338.5,2.837,2.7,4.7,6.4,9362.0
raft,11,ratio_40,merged_cabinet_servers_20260806_194104.csv,334.7,2.88,2.7,4.4,6.1,6931.0
raft,11,ratio_60,merged_cabinet_servers_20260806_193951.csv,327.9,2.94,2.8,4.9,6.5,4564.0
raft,11,ratio_80,merged_cabinet_servers_20260806_193835.csv,334.1,2.878,2.7,4.8,6.5,2286.0
raft,11,ratio_90,merged_cabinet_servers_20260806_193722.csv,322.2,3.0,2.8,4.9,6.5,1150.0
