metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,992.0 Tx/sec,sum of all servers
AVG_LATENCY,0.945 ms,across all batches all servers
P50_LATENCY,0.9 ms,
P95_LATENCY,1.6 ms,
P99_LATENCY,1.9 ms,
TOTAL_SLOW_COMMITS,33077,90.1%
TOTAL_CONFLICT_COMMITS,3626,
