metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,436.4 Tx/sec,sum of all clients
AVG_LATENCY,6.659 ms,across all batches all clients
P50_LATENCY,6.6 ms,
P95_LATENCY,8.9 ms,
P99_LATENCY,11.4 ms,
TOTAL_SLOW_COMMITS,14475,100.0%
TOTAL_CONFLICT_COMMITS,0,
