metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,701.5 Tx/sec,sum of all clients
AVG_LATENCY,4.153 ms,across all batches all clients
P50_LATENCY,4.1 ms,
P95_LATENCY,5.2 ms,
P99_LATENCY,6.0 ms,
TOTAL_SLOW_COMMITS,9152,39.9%
TOTAL_CONFLICT_COMMITS,13765,
