elapsed_ms,tps,lat_avg_ms,event
500,44.000,102.727,
1000,44.000,111.727,
1500,42.000,111.095,
2000,20.000,231.100,
2500,20.040,222.000,
3000,24.048,228.417,
3500,16.000,309.625,
4000,14.000,327.286,
4500,14.000,334.857,delay_10ms
5000,16.032,337.375,
5500,14.000,342.571,
6000,12.024,342.333,
6500,18.036,326.111,
7000,12.024,341.667,
7500,18.000,334.778,
8000,12.000,336.667,
8500,18.000,330.556,
9000,12.024,339.000,
9500,18.000,340.000,
10000,12.000,326.833,
10500,18.036,329.111,
11000,12.000,348.167,
11500,18.036,329.000,
12000,12.000,336.000,
12500,18.000,336.889,
13000,12.024,317.500,
13500,18.000,335.556,
14000,12.024,339.333,
14500,18.000,338.556,
15000,12.024,343.000,
15500,18.000,338.111,
16000,12.000,335.500,
16500,18.036,336.556,
17000,12.000,333.667,
17500,16.000,345.500,
18000,14.028,341.571,
18500,16.032,330.875,
19000,12.000,340.500,
19500,16.032,344.750,
20000,14.000,342.714,
20500,14.028,336.000,
21000,16.000,335.250,
21500,12.024,336.667,
22000,18.036,338.778,
22500,12.000,332.833,
23000,18.036,335.222,
23500,12.000,339.833,
24000,18.036,337.444,
24500,12.024,339.833,
25000,18.000,340.778,
25500,12.000,344.667,
26000,18.036,333.333,
26500,12.000,330.333,
27000,18.036,339.889,
27500,12.000,329.833,
28000,18.036,336.778,
28500,12.000,327.333,
29000,18.036,339.667,
29500,12.000,322.000,
30000,18.000,341.333,
30500,12.024,328.167,
31000,16.032,342.000,
31500,14.000,330.571,
32000,16.032,343.250,
32500,14.028,334.429,
33000,16.032,331.625,
33500,14.000,340.714,
34000,14.028,339.143,
34500,14.000,338.286,
35000,14.028,337.571,
35500,16.000,340.625,
36000,10.000,338.800,
36500,22.000,315.545,
37000,30.000,176.133,
37500,30.060,173.667,
38000,28.000,178.929,
38500,104.000,52.423,
39000,136.273,36.191,
39500,134.269,36.358,
40000,138.000,35.420,
40500,220.000,22.809,
41000,200.401,23.900,
41500,218.437,22.468,
42000,312.000,15.481,
42072,291.667,14.714,
