metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,167183.1 Tx/sec,sum of all clients
AVG_LATENCY,6.753 ms,across all batches all clients
P50_LATENCY,6.3 ms,
P95_LATENCY,9.1 ms,
P99_LATENCY,12.2 ms,
TOTAL_SLOW_COMMITS,4947000,90.2%
TOTAL_CONFLICT_COMMITS,539000,
