metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,827.5 Tx/sec,sum of all clients
AVG_LATENCY,3.506 ms,across all batches all clients
P50_LATENCY,3.5 ms,
P95_LATENCY,5.0 ms,
P99_LATENCY,6.0 ms,
TOTAL_SLOW_COMMITS,27076,100.0%
TOTAL_CONFLICT_COMMITS,0,
