metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,140.8 Tx/sec,sum of all servers
AVG_LATENCY,6.947 ms,across all batches all servers
P50_LATENCY,1.3 ms,
P95_LATENCY,23.9 ms,
P99_LATENCY,26.4 ms,
TOTAL_SLOW_COMMITS,5939,100.0%
TOTAL_CONFLICT_COMMITS,0,
