metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,341.7 Tx/sec,sum of all servers
AVG_LATENCY,2.795 ms,across all batches all servers
P50_LATENCY,2.6 ms,
P95_LATENCY,4.8 ms,
P99_LATENCY,6.7 ms,
TOTAL_SLOW_COMMITS,7725,59.6%
TOTAL_CONFLICT_COMMITS,5242,
