metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,260709.6 Tx/sec,sum of all clients
AVG_LATENCY,14.500 ms,across all batches all clients
P50_LATENCY,14.1 ms,
P95_LATENCY,20.2 ms,
P99_LATENCY,22.8 ms,
TOTAL_SLOW_COMMITS,7802000,89.9%
TOTAL_CONFLICT_COMMITS,874000,
