metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,1112.1 Tx/sec,sum of all servers
AVG_LATENCY,0.827 ms,across all batches all servers
P50_LATENCY,0.8 ms,
P95_LATENCY,1.4 ms,
P99_LATENCY,1.8 ms,
TOTAL_SLOW_COMMITS,32991,80.0%
TOTAL_CONFLICT_COMMITS,8225,
