metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,811.9 Tx/sec,sum of all clients
AVG_LATENCY,18.313 ms,across all batches all clients
P50_LATENCY,18.8 ms,
P95_LATENCY,22.6 ms,
P99_LATENCY,24.0 ms,
TOTAL_SLOW_COMMITS,20638,40.3%
TOTAL_CONFLICT_COMMITS,30552,
