metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,411.9 Tx/sec,sum of all clients
AVG_LATENCY,7.055 ms,across all batches all clients
P50_LATENCY,7.0 ms,
P95_LATENCY,9.6 ms,
P99_LATENCY,11.6 ms,
TOTAL_SLOW_COMMITS,5530,40.4%
TOTAL_CONFLICT_COMMITS,8163,
