metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,321.8 Tx/sec,sum of all servers
AVG_LATENCY,2.981 ms,across all batches all servers
P50_LATENCY,2.8 ms,
P95_LATENCY,4.9 ms,
P99_LATENCY,6.6 ms,
TOTAL_SLOW_COMMITS,10039,89.9%
TOTAL_CONFLICT_COMMITS,1125,
