elapsed_ms,tps,lat_avg_ms,event
500,10.000,273.800,
1000,20.000,329.900,
1500,10.000,336.800,delay_10ms
2000,20.040,337.000,
2500,10.000,339.000,
3000,16.032,341.875,
3500,14.000,330.857,
4000,16.032,335.375,
4500,14.000,334.714,
5000,18.036,335.556,
5500,12.024,328.167,
6000,16.032,340.000,
6500,14.028,335.429,
7000,16.032,334.250,
7500,14.000,327.143,
8000,14.000,340.000,
8500,16.032,334.750,
9000,14.028,330.143,
9500,16.000,337.375,
10000,16.032,323.500,
10500,14.028,332.857,
11000,14.000,339.143,
11500,16.000,337.750,
12000,12.024,345.167,
12500,18.000,338.444,
13000,12.024,336.333,
13500,18.000,339.444,
14000,10.020,333.200,
14500,20.000,339.500,
15000,10.020,345.400,
15500,20.000,332.800,
16000,10.020,339.800,
16500,20.000,346.500,
17000,10.020,332.200,
17500,18.036,340.778,
18000,12.000,333.667,
18500,18.036,337.000,
19000,12.024,339.333,
19500,16.000,332.500,
20000,14.000,335.429,
20500,16.032,337.750,
21000,14.000,339.286,
21500,14.028,340.000,
22000,16.000,342.750,
22500,12.024,333.000,
23000,18.000,340.444,
23500,12.000,335.667,
24000,18.000,331.778,
24500,12.024,338.667,
25000,18.036,335.444,
25500,10.000,326.800,
26000,20.040,335.800,
26500,10.000,338.400,
27000,20.040,330.100,
27500,10.000,339.400,
28000,20.000,336.300,
28500,10.020,337.000,
29000,20.040,337.600,
29500,10.000,344.000,
30000,20.000,329.200,
30500,10.020,334.800,
31000,20.040,342.000,
31500,10.000,331.800,
32000,18.036,342.111,
32500,12.000,338.667,
33000,18.036,336.333,
33500,12.000,404.833,
34000,30.060,177.667,
34500,30.000,172.600,
35000,26.052,182.308,
35500,70.000,78.829,
36000,134.269,36.194,
36500,134.000,36.731,
37000,136.273,35.794,
37500,196.000,25.724,
38000,204.409,23.912,
38500,208.000,23.000,
38875,226.667,21.082,
