metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,221011.9 Tx/sec,sum of all clients
AVG_LATENCY,18.348 ms,across all batches all clients
P50_LATENCY,17.7 ms,
P95_LATENCY,23.6 ms,
P99_LATENCY,26.5 ms,
TOTAL_SLOW_COMMITS,6624000,90.3%
TOTAL_CONFLICT_COMMITS,710000,
