metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,583.8 Tx/sec,sum of all servers
AVG_LATENCY,1.600 ms,across all batches all servers
P50_LATENCY,1.6 ms,
P95_LATENCY,2.1 ms,
P99_LATENCY,2.4 ms,
TOTAL_SLOW_COMMITS,4032,20.0%
TOTAL_CONFLICT_COMMITS,16121,
