metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,36510.6 Tx/sec,sum of all clients
AVG_LATENCY,3.752 ms,across all batches all clients
P50_LATENCY,3.7 ms,
P95_LATENCY,5.1 ms,
P99_LATENCY,6.3 ms,
TOTAL_SLOW_COMMITS,1092600,90.0%
TOTAL_CONFLICT_COMMITS,121250,
