metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,50841.1 Tx/sec,sum of all clients
AVG_LATENCY,5.227 ms,across all batches all clients
P50_LATENCY,5.2 ms,
P95_LATENCY,6.6 ms,
P99_LATENCY,7.8 ms,
TOTAL_SLOW_COMMITS,1519700,90.0%
TOTAL_CONFLICT_COMMITS,168300,
