metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,157053.0 Tx/sec,sum of all clients
AVG_LATENCY,14.417 ms,across all batches all clients
P50_LATENCY,14.1 ms,
P95_LATENCY,18.2 ms,
P99_LATENCY,20.1 ms,
TOTAL_SLOW_COMMITS,4701000,90.2%
TOTAL_CONFLICT_COMMITS,512000,
