metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,848.0 Tx/sec,sum of all clients
AVG_LATENCY,3.397 ms,across all batches all clients
P50_LATENCY,3.4 ms,
P95_LATENCY,4.8 ms,
P99_LATENCY,5.7 ms,
TOTAL_SLOW_COMMITS,5578,19.9%
TOTAL_CONFLICT_COMMITS,22422,
