metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,41573.9 Tx/sec,sum of all clients
AVG_LATENCY,6.550 ms,across all batches all clients
P50_LATENCY,6.4 ms,
P95_LATENCY,8.9 ms,
P99_LATENCY,10.5 ms,
TOTAL_SLOW_COMMITS,1237000,89.6%
TOTAL_CONFLICT_COMMITS,143900,
