metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,39821.2 Tx/sec,sum of all servers
AVG_LATENCY,2.381 ms,across all batches all servers
P50_LATENCY,2.3 ms,
P95_LATENCY,3.4 ms,
P99_LATENCY,4.4 ms,
TOTAL_SLOW_COMMITS,1237000,89.6%
TOTAL_CONFLICT_COMMITS,143900,
