metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,106450.5 Tx/sec,sum of all clients
AVG_LATENCY,11.853 ms,across all batches all clients
P50_LATENCY,11.6 ms,
P95_LATENCY,15.9 ms,
P99_LATENCY,17.6 ms,
TOTAL_SLOW_COMMITS,3151500,89.4%
TOTAL_CONFLICT_COMMITS,375500,
