metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,102350.8 Tx/sec,sum of all servers
AVG_LATENCY,4.682 ms,across all batches all servers
P50_LATENCY,4.4 ms,
P95_LATENCY,7.1 ms,
P99_LATENCY,8.5 ms,
TOTAL_SLOW_COMMITS,3151500,89.4%
TOTAL_CONFLICT_COMMITS,375500,
