metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,455.3 Tx/sec,sum of all clients
AVG_LATENCY,6.382 ms,across all batches all clients
P50_LATENCY,6.3 ms,
P95_LATENCY,8.6 ms,
P99_LATENCY,10.4 ms,
TOTAL_SLOW_COMMITS,9045,60.1%
TOTAL_CONFLICT_COMMITS,6013,
