metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,433.5 Tx/sec,sum of all servers
AVG_LATENCY,2.212 ms,across all batches all servers
P50_LATENCY,2.2 ms,
P95_LATENCY,3.0 ms,
P99_LATENCY,4.1 ms,
TOTAL_SLOW_COMMITS,9045,60.1%
TOTAL_CONFLICT_COMMITS,6013,
