metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,169118.7 Tx/sec,sum of all servers
AVG_LATENCY,2.267 ms,across all batches all servers
P50_LATENCY,2.1 ms,
P95_LATENCY,3.1 ms,
P99_LATENCY,3.8 ms,
TOTAL_SLOW_COMMITS,5258500,90.3%
TOTAL_CONFLICT_COMMITS,564000,
