metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,808.2 Tx/sec,sum of all clients
AVG_LATENCY,3.586 ms,across all batches all clients
P50_LATENCY,3.5 ms,
P95_LATENCY,4.8 ms,
P99_LATENCY,5.7 ms,
TOTAL_SLOW_COMMITS,16083,60.3%
TOTAL_CONFLICT_COMMITS,10576,
