metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,618.6 Tx/sec,sum of all clients
AVG_LATENCY,4.659 ms,across all batches all clients
P50_LATENCY,4.7 ms,
P95_LATENCY,6.0 ms,
P99_LATENCY,7.3 ms,
TOTAL_SLOW_COMMITS,2031,10.0%
TOTAL_CONFLICT_COMMITS,18309,
