elapsed_ms,tps,lat_avg_ms,event
500,44.000,98.273,
1000,48.096,107.083,
1500,44.000,109.273,
2000,22.044,208.455,
2500,20.000,229.200,
3000,26.000,215.923,
3500,14.028,295.571,
4000,14.028,333.571,
4500,16.000,329.125,delay_10ms
5000,16.032,331.125,
5500,14.000,320.143,
6000,20.040,318.200,
6500,10.000,319.600,
7000,20.040,332.500,
7500,10.000,314.000,
8000,20.000,308.000,
8500,14.000,330.857,
9000,16.032,322.125,
9500,16.000,328.000,
10000,14.028,310.286,
10500,20.040,320.100,
11000,10.000,314.400,
11500,20.000,310.600,
12000,10.020,325.200,
12500,20.040,325.900,
13000,16.032,316.250,
13500,14.000,319.143,
14000,20.040,319.200,
14500,10.000,327.000,
15000,20.040,318.400,
15500,10.000,315.400,
16000,20.040,312.500,
16500,12.024,335.833,
17000,18.000,318.556,
17500,14.000,330.857,
18000,16.032,321.250,
18500,16.032,334.625,
19000,14.028,316.286,
19500,18.000,324.667,
20000,12.000,322.333,
20500,20.040,321.000,
21000,10.000,326.400,
21500,20.000,307.100,
22000,10.020,336.400,
22500,20.040,333.100,
23000,14.028,318.000,
23500,16.000,316.875,
24000,18.000,319.889,
24500,12.000,324.333,
25000,20.040,330.400,
25500,10.020,312.600,
26000,20.040,327.300,
26500,10.000,323.800,
27000,20.000,311.400,
27500,14.028,318.429,
28000,16.000,299.375,
28500,20.040,312.600,
29000,10.000,335.800,
29500,20.040,333.100,
30000,10.000,327.600,
30500,20.040,323.100,
31000,10.000,328.400,
31500,20.040,320.400,
32000,12.024,326.500,
32500,18.000,329.556,
33000,14.028,325.857,
33500,16.000,327.000,
34000,16.032,327.000,
34500,14.000,324.286,
35000,18.036,323.667,
35500,12.000,324.833,
36000,10.000,322.600,
36500,28.056,292.143,
37000,182.365,29.780,
37500,268.000,18.097,
38000,252.000,19.024,
38500,258.517,18.729,
39000,234.469,20.949,
39500,218.000,22.119,
40000,238.000,20.622,
40500,230.000,20.817,
41000,240.481,20.275,
41500,330.000,14.691,
41750,380.000,12.274,
