metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,323.9 Tx/sec,sum of all servers
AVG_LATENCY,2.968 ms,across all batches all servers
P50_LATENCY,2.7 ms,
P95_LATENCY,4.7 ms,
P99_LATENCY,6.2 ms,
TOTAL_SLOW_COMMITS,1115,9.9%
TOTAL_CONFLICT_COMMITS,10102,
