metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,3582.7 Tx/sec,sum of all clients
AVG_LATENCY,8.082 ms,across all batches all clients
P50_LATENCY,7.7 ms,
P95_LATENCY,11.8 ms,
P99_LATENCY,13.2 ms,
TOTAL_SLOW_COMMITS,106790,89.6%
TOTAL_CONFLICT_COMMITS,12350,
