metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,3438.3 Tx/sec,sum of all servers
AVG_LATENCY,2.785 ms,across all batches all servers
P50_LATENCY,2.6 ms,
P95_LATENCY,4.7 ms,
P99_LATENCY,6.4 ms,
TOTAL_SLOW_COMMITS,106790,89.6%
TOTAL_CONFLICT_COMMITS,12350,
