metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,894.8 Tx/sec,sum of all clients
AVG_LATENCY,3.242 ms,across all batches all clients
P50_LATENCY,3.2 ms,
P95_LATENCY,4.6 ms,
P99_LATENCY,5.3 ms,
TOTAL_SLOW_COMMITS,11878,40.1%
TOTAL_CONFLICT_COMMITS,17773,
