elapsed_ms,tps,lat_avg_ms,event
500,20.000,202.700,
1000,20.000,224.700,
1500,22.044,226.455,
2000,18.000,293.444,
2500,10.020,325.400,
3000,20.040,333.200,delay_10ms
3500,10.000,340.800,
4000,20.040,336.800,
4500,10.000,341.800,
5000,20.040,330.800,
5500,10.000,338.800,
6000,20.040,337.000,
6500,10.000,334.600,
7000,20.040,331.700,
7500,10.000,338.000,
8000,20.040,339.200,
8500,10.000,329.400,
9000,20.040,326.600,
9500,10.000,339.000,
10000,20.000,336.500,
10500,10.000,331.200,
11000,20.040,338.000,
11500,10.000,318.400,
12000,20.000,332.100,
12500,10.020,341.600,
13000,20.040,335.900,
13500,10.000,346.000,
14000,16.032,340.625,
14500,14.000,333.571,
15000,16.032,338.500,
15500,14.000,332.571,
16000,14.000,342.857,
16500,16.000,342.625,
17000,14.000,331.286,
17500,16.032,339.750,
18000,10.020,353.000,
18500,20.000,337.700,
19000,10.020,337.400,
19500,20.040,334.100,
20000,10.020,342.000,
20500,20.040,337.000,
21000,10.000,327.000,
21500,20.040,336.100,
22000,10.000,334.600,
22500,20.000,344.800,
23000,10.000,333.000,
23500,18.000,343.000,
24000,12.024,335.667,
24500,16.032,338.250,
25000,14.000,334.143,
25500,16.032,334.500,
26000,14.000,337.429,
26500,16.000,333.625,
27000,14.028,328.429,
27500,14.028,337.286,
28000,16.000,330.625,
28500,16.000,337.500,
29000,14.000,331.286,
29500,14.000,340.857,
30000,16.000,333.875,
30500,12.024,342.833,
31000,18.000,340.333,
31500,12.024,325.500,
32000,18.000,340.000,
32500,10.000,336.800,
33000,20.040,337.300,
33500,10.020,340.400,
34000,20.000,341.200,
34500,10.000,336.400,
35000,20.000,343.300,
35500,30.060,176.800,
36000,26.000,174.231,
36500,24.000,180.833,
37000,80.160,77.475,
37500,132.000,36.333,
38000,138.277,36.594,
38500,140.000,35.643,
39000,200.401,24.530,
39500,194.389,24.433,
40000,216.000,22.472,
40500,272.545,18.132,
40735,378.723,12.551,
