metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,34328.0 Tx/sec,sum of all clients
AVG_LATENCY,8.032 ms,across all batches all clients
P50_LATENCY,7.8 ms,
P95_LATENCY,11.6 ms,
P99_LATENCY,12.9 ms,
TOTAL_SLOW_COMMITS,1036100,90.8%
TOTAL_CONFLICT_COMMITS,104700,
