metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,384.9 Tx/sec,sum of all servers
AVG_LATENCY,2.506 ms,across all batches all servers
P50_LATENCY,2.4 ms,
P95_LATENCY,3.4 ms,
P99_LATENCY,5.4 ms,
TOTAL_SLOW_COMMITS,5484,41.1%
TOTAL_CONFLICT_COMMITS,7851,
