elapsed_ms,tps,lat_avg_ms,event
500,20.000,187.500,
1000,20.000,227.700,
1500,26.000,223.154,
2000,14.028,278.286,
2500,16.000,339.625,
3000,14.000,331.429,delay_10ms
3500,18.036,330.556,
4000,12.000,325.500,
4500,20.040,317.400,
5000,10.020,316.000,
5500,20.040,333.600,
6000,10.000,318.000,
6500,20.000,308.800,
7000,14.028,318.429,
7500,16.032,323.625,
8000,16.032,332.750,
8500,14.000,315.286,
9000,20.040,314.100,
9500,10.000,322.000,
10000,20.040,312.100,
10500,12.024,317.333,
11000,18.000,322.556,
11500,16.032,320.250,
12000,14.028,316.429,
12500,20.000,322.700,
13000,10.000,326.400,
13500,20.040,320.400,
14000,10.020,304.000,
14500,20.000,316.100,
15000,14.028,327.857,
15500,16.032,322.250,
16000,16.000,329.750,
16500,14.028,317.000,
17000,16.000,334.125,
17500,14.028,321.000,
18000,20.040,320.100,
18500,10.020,331.400,
19000,20.000,324.900,
19500,10.020,306.400,
20000,20.000,313.400,
20500,14.028,327.571,
21000,16.000,341.875,
21500,16.000,312.750,
22000,14.000,321.000,
22500,20.040,318.200,
23000,10.000,324.800,
23500,20.040,326.900,
24000,10.020,323.400,
24500,20.000,325.900,
25000,10.020,315.800,
25500,20.040,315.000,
26000,16.000,313.875,
26500,14.028,311.571,
27000,20.040,306.900,
27500,10.000,326.000,
28000,20.040,334.200,
28500,10.000,328.800,
29000,20.000,324.100,
29500,12.024,323.833,
30000,18.000,326.000,
30500,12.024,313.833,
31000,18.000,333.778,
31500,16.000,323.500,
32000,14.028,325.143,
32500,16.032,329.000,
33000,14.028,324.000,
33500,18.000,328.444,
34000,12.024,319.833,
34500,14.000,323.714,
35000,22.044,311.636,
35500,144.289,38.278,
36000,260.521,18.977,
36500,262.525,18.237,
37000,258.000,18.938,
37500,236.473,20.534,
38000,224.449,21.804,
38500,232.000,20.767,
39000,234.469,20.675,
39500,236.000,20.686,
40000,310.000,15.639,
40253,359.684,12.846,
