metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,414.6 Tx/sec,sum of all servers
AVG_LATENCY,2.327 ms,across all batches all servers
P50_LATENCY,2.3 ms,
P95_LATENCY,3.2 ms,
P99_LATENCY,4.6 ms,
TOTAL_SLOW_COMMITS,12931,90.4%
TOTAL_CONFLICT_COMMITS,1381,
