metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,263480.2 Tx/sec,sum of all clients
AVG_LATENCY,14.533 ms,across all batches all clients
P50_LATENCY,14.2 ms,
P95_LATENCY,19.9 ms,
P99_LATENCY,22.0 ms,
TOTAL_SLOW_COMMITS,7790000,89.8%
TOTAL_CONFLICT_COMMITS,884000,
