metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,251052.4 Tx/sec,sum of all servers
AVG_LATENCY,5.649 ms,across all batches all servers
P50_LATENCY,5.2 ms,
P95_LATENCY,8.6 ms,
P99_LATENCY,10.2 ms,
TOTAL_SLOW_COMMITS,7790000,89.8%
TOTAL_CONFLICT_COMMITS,884000,
