elapsed_ms,tps,lat_avg_ms,event
500,2120.000,3.925,
1000,2260.000,3.673,
1500,1923.848,4.417,
2000,1580.000,5.494,
2500,1703.407,5.294,
3000,1700.000,5.165,
3500,1680.000,5.190,
4000,1640.000,5.354,
4500,1723.447,5.128,
5000,1900.000,4.558,
5500,1900.000,4.484,
6000,1980.000,4.374,
6500,1783.567,4.876,
7000,1803.607,4.900,
7500,2220.000,3.802,
8000,2164.329,3.815,
8500,1920.000,4.427,
9000,1803.607,4.878,
9500,1903.808,4.589,
10000,1860.000,4.667,
10500,2064.128,4.136,
11000,1760.000,4.932,
11500,1780.000,4.865,
12000,1863.727,4.581,
12500,1800.000,4.878,
13000,1763.527,4.955,
13500,360.721,26.556,
14000,300.000,31.200,
14500,320.641,31.750,
15000,300.000,32.133,
15500,320.641,31.438,
16000,300.000,31.733,
16500,300.000,32.000,
17000,320.641,32.000,
17500,300.000,32.467,
18000,300.000,31.600,
18500,320.641,31.750,
19000,100.000,95.400,
19500,160.000,57.500,
20000,180.361,57.333,
20500,180.000,57.444,
21000,160.000,58.500,
21500,180.361,57.444,
22000,160.000,58.000,
22500,180.361,58.556,
23000,160.321,57.750,
23500,180.000,58.222,
24000,160.000,57.375,
24500,180.000,57.111,
25000,180.000,55.778,
25500,160.321,58.250,
26000,200.401,51.900,
26500,300.000,33.533,
27000,801.603,11.675,
27500,1540.000,5.844,
28000,1480.000,6.027,
28500,1723.447,5.163,
29000,1800.000,4.856,
29500,1760.000,4.886,
30000,1883.768,4.574,
30500,1783.567,4.955,
31000,1940.000,4.361,
31500,1603.206,5.438,
32000,1900.000,4.547,
32500,1600.000,5.500,
33000,1620.000,5.519,
33500,1623.246,5.358,
34000,1740.000,5.080,
34500,1683.367,5.226,
35000,1700.000,5.176,
35500,1780.000,4.910,
36000,2024.048,4.188,
36500,1863.727,4.699,
37000,1820.000,4.791,
37500,1863.727,4.613,
38000,2104.208,4.048,
38500,1840.000,4.772,
39000,1700.000,5.188,
39500,1700.000,5.212,
40000,1560.000,5.679,
40500,1843.687,4.620,
41000,400.802,23.650,
41500,300.601,31.867,
42000,320.000,32.062,
42500,300.601,32.600,
43000,300.601,32.467,
43500,300.000,32.333,
44000,300.000,32.333,
44500,300.000,32.600,
45000,160.000,57.875,
45500,180.361,58.667,
46000,180.000,55.222,
46500,160.321,57.000,
47000,180.000,58.444,
47500,160.321,57.250,
48000,180.000,57.333,
48500,160.000,58.125,
49000,180.361,59.000,
49500,160.000,57.750,
50000,180.361,57.889,
50500,160.000,58.000,
51000,180.361,57.667,
51500,180.361,56.000,
52000,200.000,47.700,
52500,300.601,33.067,
53000,1260.000,7.460,
53500,1402.806,6.400,
54000,1583.166,5.582,
54500,1603.206,5.537,
55000,1580.000,5.570,
55500,1700.000,5.176,
56000,1643.287,5.317,
56500,1720.000,5.105,
57000,1663.327,5.229,
57500,1780.000,4.921,
58000,1740.000,5.034,
58500,1723.447,5.105,
59000,1783.567,4.888,
59500,1923.848,4.438,
60000,1700.000,5.259,
60500,1783.567,4.888,
61000,1960.000,4.408,
61500,1683.367,5.250,
62000,1823.647,4.703,
62500,1840.000,4.717,
63000,2100.000,4.000,
63500,1843.687,4.663,
64000,2004.008,4.300,
64500,2080.000,4.058,
65000,1760.000,4.909,
65500,1760.000,4.955,
66000,1723.447,5.012,
66500,360.721,26.889,
67000,300.000,31.133,
67500,320.641,31.438,
68000,300.601,32.067,
68500,300.000,32.400,
69000,320.000,31.625,
69500,300.601,31.867,
70000,260.000,37.308,
70500,160.321,57.125,
71000,180.361,57.778,
71500,180.000,57.889,
72000,160.321,57.750,
72500,180.000,57.556,
73000,160.321,57.625,
73500,180.000,57.333,
74000,160.000,57.625,
74500,180.361,57.667,
75000,180.000,57.889,
75500,160.321,56.875,
76000,180.361,57.222,
76500,180.361,57.667,
77000,160.000,56.875,
77500,280.000,37.786,
78000,280.000,32.786,
78500,1142.285,8.561,
79000,1620.000,5.481,
79500,1660.000,5.313,
80000,1923.848,4.521,
80500,1940.000,4.361,
81000,1603.206,5.537,
81500,1723.447,5.047,
82000,2084.168,4.144,
82500,1943.888,4.423,
83000,1980.000,4.333,
83500,1803.607,4.733,
84000,1923.848,4.583,
84500,2084.168,4.000,
85000,1860.000,4.645,
85500,1883.768,4.681,
86000,1900.000,4.547,
86500,1760.000,4.943,
87000,1860.000,4.677,
87500,2040.000,4.265,
88000,2084.168,4.048,
88500,1963.928,4.378,
89000,1900.000,4.589,
89500,1000.000,9.280,
90000,1863.727,4.645,
90500,1960.000,4.439,
91000,1803.607,4.733,
91500,2044.088,4.147,
92000,2120.000,4.019,
92500,2044.088,4.167,
93000,1020.000,9.118,
93500,320.641,30.875,
94000,300.601,32.333,
94500,300.601,31.733,
95000,300.601,32.200,
95500,300.601,32.533,
96000,300.000,32.333,
96500,300.601,32.600,
97000,200.000,47.600,
97500,180.000,58.889,
98000,160.000,58.875,
98500,180.361,58.111,
99000,160.000,58.250,
99500,180.361,58.000,
100000,160.000,58.000,
100500,160.000,59.250,
101000,180.361,58.444,
101500,160.000,58.250,
102000,180.361,57.778,
102500,180.000,57.556,
103000,160.321,58.625,
103500,180.361,57.778,
104000,160.321,58.000,
104500,160.321,57.625,
105000,300.601,34.867,
105500,740.000,13.649,
106000,1442.886,6.264,
106500,1563.126,5.667,
107000,2080.000,4.019,
107500,2120.000,4.000,
108000,2104.208,3.971,
108500,2060.000,4.214,
108790,1862.069,4.019,
