elapsed_ms,tps,lat_avg_ms,event
500,2080.000,3.981,
1000,2144.289,3.841,
1500,2024.048,4.109,
2000,2164.329,3.944,
2500,2180.000,3.890,
3000,1843.687,4.685,
3500,1840.000,4.685,
4000,1843.687,4.630,
4500,1780.000,4.820,
5000,1543.086,5.662,
5500,1480.000,6.000,
6000,1523.046,5.974,
6500,1420.000,6.239,
7000,1162.325,7.966,
7500,1340.000,6.597,
8000,1200.000,7.517,
8500,1322.645,6.939,
9000,1240.000,7.274,
9500,1202.405,7.733,
10000,1162.325,7.983,
10500,1200.000,7.567,
11000,1162.325,7.931,
11500,1200.000,7.517,
12000,1162.325,7.828,
12500,1220.000,7.557,
13000,1202.405,7.617,
13500,1240.000,7.452,
14000,1322.645,6.833,
14500,1320.000,6.773,
15000,1302.605,6.892,
15500,1202.405,7.700,
16000,1180.000,7.746,
16500,1202.405,7.650,
17000,1162.325,7.948,
17500,1182.365,7.746,
18000,1000.000,9.460,
18500,1062.124,8.887,
19000,300.000,31.400,
19500,280.000,34.643,
20000,280.561,35.786,
20500,280.000,35.000,
21000,280.561,34.857,
21500,220.441,42.091,
22000,160.000,61.375,
22500,160.321,60.375,
23000,180.000,60.778,
23500,160.321,60.125,
24000,160.000,60.625,
24500,160.321,60.500,
25000,160.321,60.125,
25500,160.000,60.125,
26000,180.361,60.000,
26500,160.000,60.500,
27000,160.321,60.750,
27500,160.000,60.500,
28000,160.000,60.375,
28500,160.321,61.125,
29000,180.361,60.667,
29500,160.000,60.500,
30000,260.521,38.000,
30500,260.000,36.538,
31000,280.000,34.714,
31500,861.723,11.279,
32000,880.000,10.341,
32500,1162.325,7.914,
33000,1240.000,7.306,
33500,1262.525,7.175,
34000,1160.000,7.914,
34500,1182.365,7.627,
35000,1240.000,7.194,
35500,1322.645,6.939,
36000,1240.000,7.419,
36500,1422.846,6.366,
37000,1380.000,6.594,
37500,1362.725,6.559,
38000,1262.525,7.238,
38500,1322.645,6.773,
39000,1362.725,6.706,
39500,1320.000,6.848,
40000,1222.445,7.344,
40500,1220.000,7.426,
41000,1262.525,7.270,
41500,1180.000,7.525,
42000,1322.645,6.864,
42500,1202.405,7.583,
43000,1300.000,6.846,
43500,1260.000,7.048,
44000,681.363,14.059,
44500,280.561,33.214,
45000,300.601,33.600,
45500,280.000,34.643,
46000,280.561,34.429,
46500,280.561,35.429,
47000,280.561,34.929,
47500,280.000,34.071,
48000,180.000,53.556,
48500,160.321,60.250,
49000,180.000,60.667,
49500,160.000,60.750,
50000,160.321,60.125,
50500,160.000,60.375,
51000,160.321,60.500,
51500,160.000,60.375,
52000,200.401,53.500,
52500,160.321,60.500,
53000,160.000,60.375,
53500,160.321,59.875,
54000,180.000,60.000,
54500,160.000,61.125,
55000,160.321,60.125,
55500,160.000,60.750,
56000,160.321,60.125,
56500,220.000,46.727,
57000,300.601,33.800,
57500,280.000,32.500,
58000,581.162,17.138,
58500,1142.285,8.211,
59000,1300.000,6.969,
59500,1302.605,6.892,
60000,1180.000,7.661,
60500,1182.365,7.763,
61000,1300.000,7.015,
61500,1342.685,6.582,
62000,1240.000,7.290,
62500,1122.244,8.161,
63000,1200.000,7.533,
63500,1262.525,7.063,
64000,1320.000,6.924,
64500,1282.565,7.000,
65000,1280.000,6.953,
65500,1422.846,6.366,
66000,1302.605,7.000,
66500,1282.565,7.312,
67000,1260.000,7.270,
67500,1262.525,7.317,
68000,1180.000,7.814,
68500,1182.365,7.797,
69000,1200.000,7.350,
69500,1262.525,7.159,
70000,1322.645,6.924,
70500,1020.000,6.196,
71000,260.521,47.385,
71500,300.601,34.000,
72000,280.000,34.643,
72500,280.000,34.357,
73000,280.000,34.071,
73500,220.000,43.818,
74000,160.321,59.625,
74500,180.361,60.111,
75000,160.321,60.000,
75500,160.321,60.000,
76000,160.000,60.125,
76500,160.000,60.000,
77000,180.000,60.333,
77500,160.321,60.375,
78000,160.000,59.750,
78500,160.000,59.875,
79000,180.361,59.333,
79500,160.000,59.625,
80000,160.321,60.750,
80500,160.000,61.125,
81000,160.321,60.125,
81500,160.321,60.625,
82000,180.000,59.889,
82500,160.000,62.250,
83000,280.000,33.071,
83500,300.601,33.733,
84000,860.000,11.000,
84500,1022.044,9.216,
85000,1240.000,7.355,
85500,1260.000,7.063,
86000,1240.000,7.226,
86500,1380.000,6.594,
87000,1302.605,6.862,
87500,1220.000,7.213,
88000,1422.846,6.465,
88500,1360.000,6.441,
89000,1340.000,6.701,
89500,1583.166,5.658,
90000,1660.000,5.289,
90500,1460.000,6.151,
91000,1382.766,6.478,
91500,1480.000,6.014,
92000,1402.806,6.400,
92500,1400.000,6.286,
93000,1503.006,5.867,
93500,1422.846,6.296,
94000,1360.000,6.515,
94500,1422.846,6.296,
95000,1262.525,7.016,
95500,1400.000,6.443,
96000,1402.806,6.400,
96500,640.000,14.531,
97000,280.000,33.714,
97500,300.601,34.000,
98000,280.000,34.714,
98500,280.000,34.357,
99000,280.561,35.000,
99500,200.401,50.800,
100000,160.000,60.125,
100500,160.321,60.000,
101000,160.321,60.250,
101500,160.000,61.125,
102000,160.000,60.625,
102500,180.361,60.333,
103000,160.000,60.625,
103500,160.321,59.750,
104000,160.321,59.500,
104500,160.321,60.625,
105000,180.361,59.667,
105500,160.000,59.625,
106000,160.000,60.250,
106500,160.000,60.000,
107000,180.361,59.778,
107500,160.000,60.000,
108000,280.561,34.429,
108500,280.000,35.357,
109000,280.561,34.500,
109500,300.000,34.067,
110000,1002.004,9.320,
110500,1000.000,9.220,
111000,1102.204,8.364,
111500,940.000,9.979,
112000,1302.605,7.092,
112500,1242.485,7.339,
113000,1300.000,6.923,
113115,1217.391,5.643,
