elapsed_ms,tps,lat_avg_ms,event
500,1540.000,5.571,
1000,1382.766,6.420,
1500,1440.000,6.042,
2000,1362.725,6.588,
2500,1120.000,7.964,
3000,1302.605,6.938,
3500,1180.000,7.492,
4000,1242.485,7.371,
4500,1200.000,7.567,
5000,1162.325,7.793,
5500,1100.000,8.345,
6000,1142.285,7.842,
6500,1142.285,8.035,
7000,1120.000,7.946,
7500,1082.164,8.407,
8000,1140.000,7.947,
8500,1160.000,7.845,
9000,1162.325,7.672,
9500,1200.000,7.600,
10000,1282.565,6.875,
10500,1220.000,7.426,
11000,1122.244,8.089,
11500,1100.000,8.255,
12000,1120.000,8.036,
12500,1122.244,8.179,
13000,1080.000,8.426,
13500,961.924,9.500,
14000,1080.000,8.519,
14500,360.721,26.778,
15000,280.561,34.500,
15500,260.000,35.769,
16000,280.561,34.714,
16500,300.000,34.933,
17000,240.481,40.500,
17500,160.000,61.125,
18000,160.321,60.250,
18500,160.000,60.875,
19000,160.321,59.750,
19500,160.321,60.500,
20000,160.321,60.375,
20500,180.000,60.333,
21000,160.000,60.000,
21500,160.321,59.875,
22000,160.321,60.625,
22500,160.000,60.125,
23000,180.361,60.333,
23500,160.000,60.125,
24000,160.000,61.000,
24500,160.000,59.875,
25000,160.321,60.750,
25500,240.000,41.250,
26000,280.561,36.429,
26500,280.000,35.143,
27000,781.563,11.949,
27500,860.000,10.930,
28000,1122.244,8.107,
28500,1200.000,7.333,
29000,1240.000,7.323,
29500,1140.000,7.982,
30000,1180.000,7.492,
30500,1222.445,7.410,
31000,1220.000,7.426,
31500,1122.244,8.054,
32000,1260.000,7.095,
32500,1282.565,7.016,
33000,1220.000,7.361,
33500,1242.485,7.290,
34000,1260.000,7.016,
34500,1322.645,6.712,
35000,1240.000,7.323,
35500,1222.445,7.230,
36000,1180.000,7.627,
36500,1262.525,7.286,
37000,1182.365,7.729,
37500,1222.445,7.328,
38000,1180.000,7.678,
38500,1220.000,7.410,
39000,1242.485,7.145,
39500,760.000,11.684,
40000,300.601,33.667,
40500,280.561,33.357,
41000,300.601,34.067,
41500,280.000,34.500,
42000,280.561,35.286,
42500,280.000,34.786,
43000,280.561,34.357,
43500,200.000,49.900,
44000,160.321,59.750,
44500,160.321,60.750,
45000,160.000,60.625,
45500,160.000,60.125,
46000,180.361,60.333,
46500,160.321,60.375,
47000,160.000,60.125,
47500,60.120,159.667,
48000,160.000,60.125,
48500,180.361,60.556,
49000,160.321,60.125,
49500,160.000,59.625,
50000,160.321,60.250,
50500,160.000,60.750,
51000,180.361,60.444,
51500,160.000,60.000,
52000,200.401,49.500,
52500,280.000,33.929,
53000,300.601,32.733,
53500,520.000,19.346,
54000,1042.084,8.692,
54500,1262.525,7.143,
55000,1320.000,6.788,
55500,1222.445,7.410,
56000,1180.000,7.678,
56500,1280.000,6.969,
57000,1342.685,6.597,
57500,1160.000,7.707,
58000,1142.285,7.912,
58500,1120.000,8.089,
59000,1342.685,6.657,
59500,1300.000,6.892,
60000,1260.000,7.032,
60500,1242.485,7.355,
61000,1420.000,6.211,
61500,1300.000,6.815,
62000,1242.485,7.306,
62500,1222.445,7.410,
63000,1200.000,7.483,
63500,1180.000,7.695,
64000,1182.365,7.610,
64500,1182.365,7.661,
65000,1220.000,7.393,
65500,1242.485,7.129,
66000,1220.000,7.246,
66500,320.641,30.750,
67000,280.000,33.929,
67500,280.000,34.143,
68000,280.000,34.786,
68500,300.601,33.933,
69000,220.441,40.818,
69500,180.000,59.444,
70000,160.321,59.875,
70500,160.321,60.000,
71000,160.000,60.000,
71500,180.361,60.111,
72000,160.321,59.875,
72500,160.000,60.000,
73000,160.000,60.625,
73500,160.321,59.625,
74000,180.361,59.778,
74500,160.000,59.250,
75000,160.000,59.625,
75500,160.321,60.250,
76000,160.000,61.250,
76500,180.361,60.111,
77000,160.000,60.250,
77500,160.000,59.750,
78000,260.521,37.692,
78500,300.601,32.600,
79000,300.601,34.000,
79500,760.000,12.316,
80000,960.000,9.688,
80500,1162.325,7.810,
81000,1262.525,7.095,
81500,1242.485,7.274,
82000,1340.000,6.597,
82500,1300.000,6.985,
83000,1260.000,7.032,
83500,1382.766,6.507,
84000,1360.000,6.500,
84500,1320.000,6.788,
85000,1462.926,6.041,
85500,1480.000,5.878,
86000,1442.886,6.125,
86500,1322.645,6.833,
87000,1440.000,6.069,
87500,1402.806,6.243,
88000,1442.886,6.167,
88500,1462.926,6.068,
89000,1420.000,6.211,
89500,1302.605,6.862,
90000,1360.000,6.529,
90500,1302.605,6.831,
91000,1280.000,7.031,
91500,1362.725,6.485,
92000,741.483,12.568,
92500,280.561,34.000,
93000,300.000,33.800,
93500,280.561,34.714,
94000,280.000,34.071,
94500,280.000,34.643,
95000,200.000,46.800,
95500,160.000,60.375,
96000,180.000,59.889,
96500,160.000,60.000,
97000,160.000,61.125,
97500,160.321,60.625,
98000,160.000,60.250,
98500,160.321,61.125,
99000,180.361,59.667,
99500,160.000,59.500,
100000,160.321,60.875,
100500,160.321,59.375,
101000,180.000,59.444,
101500,160.321,59.875,
102000,160.000,60.000,
102500,160.321,59.750,
103000,180.000,59.889,
103500,260.521,35.692,
104000,280.561,35.500,
104500,280.000,34.500,
105000,300.000,34.200,
105500,901.804,10.156,
106000,1002.004,9.060,
106500,1080.000,8.519,
107000,941.884,9.596,
107500,1220.000,7.443,
108000,1220.000,7.328,
108500,1242.485,7.323,
108675,1200.000,6.143,
