metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,685.6 Tx/sec,sum of all servers
AVG_LATENCY,1.319 ms,across all batches all servers
P50_LATENCY,1.3 ms,
P95_LATENCY,1.8 ms,
P99_LATENCY,2.0 ms,
TOTAL_SLOW_COMMITS,14302,60.3%
TOTAL_CONFLICT_COMMITS,9435,
