metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,850.3 Tx/sec,sum of all servers
AVG_LATENCY,1.112 ms,across all batches all servers
P50_LATENCY,1.1 ms,
P95_LATENCY,1.7 ms,
P99_LATENCY,2.0 ms,
TOTAL_SLOW_COMMITS,6234,19.8%
TOTAL_CONFLICT_COMMITS,25220,
