metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,413.4 Tx/sec,sum of all servers
AVG_LATENCY,2.334 ms,across all batches all servers
P50_LATENCY,2.2 ms,
P95_LATENCY,3.2 ms,
P99_LATENCY,5.3 ms,
TOTAL_SLOW_COMMITS,1513,9.9%
TOTAL_CONFLICT_COMMITS,13789,
