metric,value,notes
NUM_CLIENT_DIRS,10,client* folders under eval
NUM_CLIENTS_MERGED,10,clients with CSV data
TOTAL_THROUGHPUT,725.5 Tx/sec,sum of all clients
AVG_LATENCY,13.426 ms,across all batches all clients
P50_LATENCY,13.9 ms,
P95_LATENCY,20.0 ms,
P99_LATENCY,22.5 ms,
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,0,
