metric,value,notes
NUM_CLIENT_DIRS,3,client* folders under eval
NUM_CLIENTS_MERGED,3,clients with CSV data
TOTAL_THROUGHPUT,362.7 Tx/sec,sum of all clients
AVG_LATENCY,8.050 ms,across all batches all clients
P50_LATENCY,7.7 ms,
P95_LATENCY,12.0 ms,
P99_LATENCY,13.5 ms,
TOTAL_SLOW_COMMITS,4727,39.3%
TOTAL_CONFLICT_COMMITS,7316,
