system,size,experiment,filename,throughput,avg_latency,p50,p95,p99,conflict
cabinet,3,ratio_0,merged_cabinet_servers_20260806_183926.csv,667.9,1.358,1.4,1.8,2.0,22981.0
cabinet,3,ratio_10,merged_cabinet_servers_20260806_183820.csv,686.2,1.333,1.3,1.8,2.0,21279.0
cabinet,3,ratio_100,merged_cabinet_servers_20260806_183146.csv,659.4,1.39,1.4,1.8,2.0,0.0
cabinet,3,ratio_20,merged_cabinet_servers_20260806_183715.csv,684.5,1.329,1.3,1.8,2.0,18926.0
cabinet,3,ratio_40,merged_cabinet_servers_20260806_183609.csv,686.0,1.34,1.4,1.8,2.0,14108.0
cabinet,3,ratio_60,merged_cabinet_servers_20260806_183503.csv,685.6,1.319,1.3,1.8,2.0,9435.0
cabinet,3,ratio_80,merged_cabinet_servers_20260806_183357.csv,692.1,1.313,1.3,1.8,2.0,4830.0
cabinet,3,ratio_90,merged_cabinet_servers_20260806_183251.csv,696.0,1.313,1.3,1.8,2.0,2373.0
cabinet,5,ratio_0,merged_cabinet_servers_20260806_184826.csv,749.3,1.202,1.2,1.7,1.9,25760.0
cabinet,5,ratio_10,merged_cabinet_servers_20260806_184719.csv,738.5,1.217,1.2,1.7,2.0,22841.0
cabinet,5,ratio_100,merged_cabinet_servers_20260806_184034.csv,705.0,1.28,1.3,1.8,2.0,0.0
cabinet,5,ratio_20,merged_cabinet_servers_20260806_184610.csv,741.2,1.228,1.2,1.8,2.0,20383.0
cabinet,5,ratio_40,merged_cabinet_servers_20260806_184503.csv,733.1,1.231,1.2,1.8,2.0,15202.0
cabinet,5,ratio_60,merged_cabinet_servers_20260806_184356.csv,754.5,1.173,1.2,1.7,1.9,10351.0
cabinet,5,ratio_80,merged_cabinet_servers_20260806_184249.csv,775.1,1.152,1.2,1.7,1.9,5306.0
cabinet,5,ratio_90,merged_cabinet_servers_20260806_184141.csv,726.6,1.234,1.2,1.8,2.0,2516.0
cabinet,7,ratio_0,merged_cabinet_servers_20260806_185744.csv,848.4,1.023,1.0,1.6,1.8,29225.0
cabinet,7,ratio_10,merged_cabinet_servers_20260806_185634.csv,848.1,1.039,1.0,1.6,1.8,26286.0
cabinet,7,ratio_100,merged_cabinet_servers_20260806_184936.csv,824.3,1.065,1.1,1.6,1.8,0.0
cabinet,7,ratio_20,merged_cabinet_servers_20260806_185524.csv,884.4,0.955,1.0,1.5,1.8,24341.0
cabinet,7,ratio_40,merged_cabinet_servers_20260806_185414.csv,862.2,1.018,1.0,1.5,1.8,17773.0
cabinet,7,ratio_60,merged_cabinet_servers_20260806_185305.csv,843.6,1.041,1.0,1.6,1.8,11683.0
cabinet,7,ratio_80,merged_cabinet_servers_20260806_185155.csv,889.9,0.962,1.0,1.5,1.8,6133.0
cabinet,7,ratio_90,merged_cabinet_servers_20260806_185046.csv,815.8,1.085,1.1,1.6,1.9,2813.0
cabinet,11,ratio_0,merged_cabinet_servers_20260806_190729.csv,1008.8,0.818,0.8,1.4,1.6,34684.0
cabinet,11,ratio_10,merged_cabinet_servers_20260806_190616.csv,1051.8,0.772,0.8,1.3,1.6,32499.0
cabinet,11,ratio_100,merged_cabinet_servers_20260806_185858.csv,970.0,0.848,0.8,1.4,1.6,0.0
cabinet,11,ratio_20,merged_cabinet_servers_20260806_190503.csv,1014.2,0.819,0.8,1.4,1.6,27790.0
cabinet,11,ratio_40,merged_cabinet_servers_20260806_190350.csv,982.1,0.851,0.8,1.4,1.6,20314.0
cabinet,11,ratio_60,merged_cabinet_servers_20260806_190237.csv,993.1,0.811,0.8,1.3,1.6,13683.0
cabinet,11,ratio_80,merged_cabinet_servers_20260806_190124.csv,1003.4,0.823,0.8,1.3,1.6,6809.0
cabinet,11,ratio_90,merged_cabinet_servers_20260806_190011.csv,1031.8,0.783,0.8,1.3,1.6,3498.0
