metric,value,notes
NUM_CLIENT_DIRS,1,server* folders under eval
NUM_CLIENTS_MERGED,1,servers with CSV data
TOTAL_THROUGHPUT,454.4 Tx/sec,sum of all servers
AVG_LATENCY,2.122 ms,across all batches all servers
P50_LATENCY,2.1 ms,
P95_LATENCY,2.9 ms,
P99_LATENCY,3.7 ms,
TOTAL_SLOW_COMMITS,14087,90.1%
TOTAL_CONFLICT_COMMITS,1553,
